# x_original y_original y_fitted
678.072800 2.869685e-20 -2.010288e-20
678.169100 2.840308e-20 -2.006860e-20
678.265300 2.811461e-20 -2.003346e-20
678.361600 2.783131e-20 -1.999738e-20
678.457800 2.755307e-20 -1.996044e-20
678.554100 2.727978e-20 -1.992257e-20
678.650300 2.701132e-20 -1.988384e-20
678.746500 2.674760e-20 -1.984421e-20
678.842800 2.648850e-20 -1.980364e-20
678.939000 2.623393e-20 -1.976222e-20
679.035300 2.598378e-20 -1.971986e-20
679.131500 2.573797e-20 -1.967665e-20
679.227800 2.549639e-20 -1.963250e-20
679.324000 2.525897e-20 -1.958750e-20
679.420200 2.502560e-20 -1.954161e-20
679.516500 2.479620e-20 -1.949477e-20
679.612700 2.457068e-20 -1.944709e-20
679.709000 2.434898e-20 -1.939846e-20
679.805200 2.413099e-20 -1.934900e-20
679.901500 2.391665e-20 -1.929858e-20
679.997700 2.370588e-20 -1.924733e-20
680.093900 2.349861e-20 -1.919519e-20
680.190200 2.329476e-20 -1.914211e-20
680.286400 2.309426e-20 -1.908819e-20
680.382700 2.289705e-20 -1.903332e-20
680.478900 2.270305e-20 -1.897762e-20
680.575200 2.251220e-20 -1.892097e-20
680.671400 2.232444e-20 -1.886349e-20
680.767600 2.213970e-20 -1.880513e-20
680.863900 2.195792e-20 -1.874582e-20
680.960100 2.177905e-20 -1.868568e-20
681.056400 2.160302e-20 -1.862459e-20
681.152600 2.142978e-20 -1.856268e-20
681.248900 2.125927e-20 -1.849982e-20
681.345100 2.109145e-20 -1.843615e-20
681.441300 2.092625e-20 -1.837159e-20
681.537600 2.076363e-20 -1.830608e-20
681.633800 2.060353e-20 -1.823975e-20
681.730100 2.044591e-20 -1.817248e-20
681.826300 2.029072e-20 -1.810439e-20
681.922600 2.013791e-20 -1.803535e-20
682.018800 1.998744e-20 -1.796550e-20
682.115100 1.983926e-20 -1.789470e-20
682.211300 1.969333e-20 -1.782310e-20
682.307500 1.954961e-20 -1.775062e-20
682.403800 1.940805e-20 -1.767718e-20
682.500000 1.926862e-20 -1.760295e-20
682.596300 1.913127e-20 -1.752776e-20
682.692500 1.899597e-20 -1.745178e-20
682.788800 1.886268e-20 -1.737484e-20
682.885000 1.873136e-20 -1.729711e-20
682.981200 1.860197e-20 -1.721851e-20
683.077500 1.847449e-20 -1.713895e-20
683.173700 1.834887e-20 -1.705861e-20
683.270000 1.822509e-20 -1.697731e-20
683.366200 1.810310e-20 -1.689522e-20
683.462500 1.798288e-20 -1.681219e-20
683.558700 1.786440e-20 -1.672837e-20
683.654900 1.774762e-20 -1.664368e-20
683.751200 1.763252e-20 -1.655804e-20
683.847400 1.751907e-20 -1.647163e-20
683.943700 1.740723e-20 -1.638426e-20
684.039900 1.729698e-20 -1.629611e-20
684.136200 1.718830e-20 -1.620702e-20
684.232400 1.708114e-20 -1.611715e-20
684.328600 1.697550e-20 -1.602642e-20
684.424900 1.687134e-20 -1.593474e-20
684.521100 1.676863e-20 -1.584230e-20
684.617400 1.666736e-20 -1.574890e-20
684.713600 1.656750e-20 -1.565474e-20
684.809900 1.646902e-20 -1.555963e-20
684.906100 1.637191e-20 -1.546376e-20
685.002400 1.627613e-20 -1.536694e-20
685.098600 1.618167e-20 -1.526936e-20
685.194800 1.608851e-20 -1.517094e-20
685.291100 1.599662e-20 -1.507156e-20
685.387300 1.590598e-20 -1.497143e-20
685.483600 1.581658e-20 -1.487035e-20
685.579800 1.572839e-20 -1.476853e-20
685.676100 1.564139e-20 -1.466575e-20
685.772300 1.555557e-20 -1.456224e-20
685.868500 1.547090e-20 -1.445788e-20
685.964800 1.538737e-20 -1.435257e-20
686.061000 1.530497e-20 -1.424653e-20
686.157300 1.522366e-20 -1.413953e-20
686.253500 1.514344e-20 -1.403181e-20
686.349800 1.506428e-20 -1.392313e-20
686.446000 1.498618e-20 -1.381373e-20
686.542200 1.490911e-20 -1.370349e-20
686.638500 1.483306e-20 -1.359230e-20
686.734700 1.475802e-20 -1.348039e-20
686.831000 1.468396e-20 -1.336753e-20
686.927200 1.461088e-20 -1.325396e-20
687.023500 1.453876e-20 -1.313944e-20
687.119700 1.446758e-20 -1.302421e-20
687.215900 1.439733e-20 -1.290814e-20
687.312200 1.432800e-20 -1.279113e-20
687.408400 1.425957e-20 -1.267342e-20
687.504700 1.419203e-20 -1.255476e-20
687.600900 1.412537e-20 -1.243539e-20
687.697200 1.405958e-20 -1.231509e-20
687.793400 1.399463e-20 -1.219408e-20
687.889600 1.393053e-20 -1.207225e-20
687.985900 1.386725e-20 -1.194948e-20
688.082100 1.380479e-20 -1.182602e-20
688.178400 1.374313e-20 -1.170162e-20
688.274600 1.368227e-20 -1.157653e-20
688.370900 1.362218e-20 -1.145049e-20
688.467100 1.356287e-20 -1.132377e-20
688.563400 1.350432e-20 -1.119611e-20
688.659600 1.344652e-20 -1.106778e-20
688.755800 1.338946e-20 -1.093863e-20
688.852100 1.333313e-20 -1.080855e-20
688.948300 1.327751e-20 -1.067779e-20
689.044600 1.322261e-20 -1.054610e-20
689.140800 1.316841e-20 -1.041374e-20
689.237100 1.311490e-20 -1.028044e-20
689.333300 1.306207e-20 -1.014647e-20
689.429500 1.300991e-20 -1.001171e-20
689.525800 1.295842e-20 -9.876017e-21
689.622000 1.290759e-20 -9.739665e-21
689.718300 1.285740e-20 -9.602377e-21
689.814500 1.280785e-20 -9.464439e-21
689.910800 1.275893e-20 -9.325566e-21
690.007000 1.271063e-20 -9.186048e-21
690.103200 1.266295e-20 -9.045742e-21
690.199500 1.261587e-20 -8.904502e-21
690.295700 1.256940e-20 -8.762625e-21
690.392000 1.252351e-20 -8.619816e-21
690.488200 1.247822e-20 -8.476373e-21
690.584500 1.243350e-20 -8.331999e-21
690.680700 1.238935e-20 -8.186997e-21
690.776900 1.234576e-20 -8.041218e-21
690.873200 1.230273e-20 -7.894510e-21
690.969400 1.226025e-20 -7.747181e-21
691.065700 1.221832e-20 -7.598924e-21
691.161900 1.217692e-20 -7.450051e-21
691.258200 1.213605e-20 -7.300253e-21
691.354400 1.209571e-20 -7.149842e-21
691.450600 1.205589e-20 -6.998665e-21
691.546900 1.201658e-20 -6.846565e-21
691.643100 1.197778e-20 -6.693860e-21
691.739400 1.193949e-20 -6.540235e-21
691.835600 1.190168e-20 -6.386008e-21
691.931900 1.186437e-20 -6.230863e-21
692.028100 1.182755e-20 -6.075122e-21
692.124400 1.179120e-20 -5.918463e-21
692.220600 1.175533e-20 -5.761214e-21
692.316800 1.171993e-20 -5.603214e-21
692.413100 1.168499e-20 -5.444299e-21
692.509300 1.165052e-20 -5.284800e-21
692.605600 1.161650e-20 -5.124389e-21
692.701800 1.158293e-20 -4.963399e-21
692.798100 1.154981e-20 -4.801498e-21
692.894300 1.151713e-20 -4.639024e-21
692.990500 1.148489e-20 -4.475811e-21
693.086800 1.145308e-20 -4.311689e-21
693.183000 1.142170e-20 -4.147002e-21
693.279300 1.139074e-20 -3.981409e-21
693.375500 1.136020e-20 -3.815255e-21
693.471800 1.133009e-20 -3.648196e-21
693.568000 1.130038e-20 -3.480582e-21
693.664200 1.127108e-20 -3.312241e-21
693.760500 1.124219e-20 -3.143000e-21
693.856700 1.121370e-20 -2.973210e-21
693.953000 1.118561e-20 -2.802521e-21
694.049200 1.115792e-20 -2.631290e-21
694.145500 1.113061e-20 -2.459161e-21
694.241700 1.110369e-20 -2.286495e-21
694.337900 1.107716e-20 -2.113115e-21
694.434200 1.105101e-20 -1.938842e-21
694.530400 1.102524e-20 -1.764039e-21
694.626700 1.099984e-20 -1.588344e-21
694.722900 1.097482e-20 -1.412125e-21
694.819200 1.095016e-20 -1.235017e-21
694.915400 1.092588e-20 -1.057390e-21
695.011700 1.090195e-20 -8.788761e-22
695.107900 1.087839e-20 -6.998483e-22
695.204100 1.085519e-20 -5.201234e-22
695.300400 1.083234e-20 -3.395155e-22
695.396600 1.080985e-20 -1.584015e-22
695.492900 1.078771e-20 2.359303e-23
695.589100 1.076591e-20 2.060883e-22
695.685400 1.074447e-20 3.894616e-22
695.781600 1.072337e-20 5.733303e-22
695.877800 1.070261e-20 7.578824e-22
695.974100 1.068219e-20 9.433088e-22
696.070300 1.066211e-20 1.129222e-21
696.166600 1.064237e-20 1.316008e-21
696.262800 1.062296e-20 1.503275e-21
696.359100 1.060388e-20 1.691412e-21
696.455300 1.058514e-20 1.880024e-21
696.551500 1.056672e-20 2.069307e-21
696.647800 1.054863e-20 2.259454e-21
696.744000 1.053087e-20 2.450070e-21
696.840300 1.051343e-20 2.641548e-21
696.936500 1.049632e-20 2.833488e-21
697.032800 1.047952e-20 3.026289e-21
697.129000 1.046305e-20 3.219546e-21
697.225200 1.044690e-20 3.413459e-21
697.321500 1.043106e-20 3.608227e-21
697.417700 1.041555e-20 3.803444e-21
697.514000 1.040034e-20 3.999514e-21
697.610200 1.038546e-20 4.196027e-21
697.706500 1.037088e-20 4.393390e-21
697.802700 1.035662e-20 4.591191e-21
697.898900 1.034267e-20 4.789632e-21
697.995200 1.032904e-20 4.988919e-21
698.091400 1.031571e-20 5.188634e-21
698.187700 1.030270e-20 5.389193e-21
698.283900 1.028999e-20 5.590175e-21
698.380200 1.027759e-20 5.791996e-21
698.476400 1.026551e-20 5.994236e-21
698.572700 1.025373e-20 6.197312e-21
698.668900 1.024226e-20 6.400800e-21
698.765100 1.023109e-20 6.604909e-21
698.861400 1.022024e-20 6.809850e-21
698.957600 1.020969e-20 7.015195e-21
699.053900 1.019945e-20 7.221369e-21
699.150100 1.018952e-20 7.427941e-21
699.246400 1.017990e-20 7.635338e-21
699.342600 1.017059e-20 7.843128e-21
699.438800 1.016158e-20 8.051523e-21
699.535100 1.015288e-20 8.260738e-21
699.631300 1.014450e-20 8.470338e-21
699.727600 1.013642e-20 8.680755e-21
699.823800 1.012865e-20 8.891550e-21
699.920100 1.012119e-20 9.103159e-21
700.016300 1.011405e-20 9.315141e-21
700.112500 1.010722e-20 9.527712e-21
700.208800 1.010070e-20 9.741092e-21
700.305000 1.009450e-20 9.954835e-21
700.401300 1.008861e-20 1.016938e-20
700.497500 1.008304e-20 1.038429e-20
700.593800 1.007779e-20 1.060000e-20
700.690000 1.007286e-20 1.081606e-20
700.786200 1.006825e-20 1.103270e-20
700.882500 1.006396e-20 1.125013e-20
700.978700 1.005999e-20 1.146790e-20
701.075000 1.005636e-20 1.168647e-20
701.171200 1.005305e-20 1.190538e-20
701.267500 1.005007e-20 1.212508e-20
701.363700 1.004742e-20 1.234510e-20
701.460000 1.004510e-20 1.256592e-20
701.556200 1.004312e-20 1.278706e-20
701.652400 1.004148e-20 1.300875e-20
701.748700 1.004018e-20 1.323122e-20
701.844900 1.003922e-20 1.345401e-20
701.941200 1.003861e-20 1.367758e-20
702.037400 1.003835e-20 1.390145e-20
702.133700 1.003844e-20 1.412610e-20
702.229900 1.003889e-20 1.435106e-20
702.326100 1.003969e-20 1.457655e-20
702.422400 1.004086e-20 1.480281e-20
702.518600 1.004239e-20 1.502936e-20
702.614900 1.004429e-20 1.525668e-20
702.711100 1.004656e-20 1.548429e-20
702.807400 1.004920e-20 1.571266e-20
702.903600 1.005223e-20 1.594132e-20
702.999800 1.005564e-20 1.617049e-20
703.096100 1.005944e-20 1.640041e-20
703.192300 1.006363e-20 1.663062e-20
703.288600 1.006822e-20 1.686157e-20
703.384800 1.007322e-20 1.709279e-20
703.481100 1.007862e-20 1.732476e-20
703.577300 1.008443e-20 1.755699e-20
703.673500 1.009066e-20 1.778972e-20
703.769800 1.009731e-20 1.802319e-20
703.866000 1.010440e-20 1.825692e-20
703.962300 1.011192e-20 1.849138e-20
704.058500 1.011988e-20 1.872609e-20
704.154800 1.012829e-20 1.896153e-20
704.251000 1.013715e-20 1.919722e-20
704.347200 1.014647e-20 1.943339e-20
704.443500 1.015626e-20 1.967028e-20
704.539700 1.016653e-20 1.990741e-20
704.636000 1.017728e-20 2.014526e-20
704.732200 1.018852e-20 2.038334e-20
704.828500 1.020026e-20 2.062213e-20
704.924700 1.021250e-20 2.086115e-20
705.021000 1.022526e-20 2.110088e-20
705.117200 1.023855e-20 2.134082e-20
705.213400 1.025236e-20 2.158122e-20
705.309700 1.026672e-20 2.182234e-20
705.405900 1.028163e-20 2.206365e-20
705.502200 1.029711e-20 2.230568e-20
705.598400 1.031315e-20 2.254789e-20
705.694700 1.032978e-20 2.279081e-20
705.790900 1.034700e-20 2.303393e-20
705.887100 1.036483e-20 2.327748e-20
705.983400 1.038328e-20 2.352173e-20
706.079600 1.040235e-20 2.376616e-20
706.175900 1.042206e-20 2.401128e-20
706.272100 1.044243e-20 2.425657e-20
706.368400 1.046347e-20 2.450255e-20
706.464600 1.048518e-20 2.474871e-20
706.560800 1.050759e-20 2.499528e-20
706.657100 1.053071e-20 2.524253e-20
706.753300 1.055455e-20 2.548995e-20
706.849600 1.057914e-20 2.573804e-20
706.945800 1.060447e-20 2.598628e-20
707.042100 1.063058e-20 2.623519e-20
707.138300 1.065748e-20 2.648426e-20
707.234500 1.068518e-20 2.673372e-20
707.330800 1.071371e-20 2.698385e-20
707.427000 1.074307e-20 2.723412e-20
707.523300 1.077330e-20 2.748505e-20
707.619500 1.080440e-20 2.773611e-20
707.715800 1.083641e-20 2.798782e-20
707.812000 1.086933e-20 2.823967e-20
707.908200 1.090319e-20 2.849189e-20
708.004500 1.093802e-20 2.874477e-20
708.100700 1.097383e-20 2.899776e-20
708.197000 1.101065e-20 2.925139e-20
708.293200 1.104850e-20 2.950514e-20
708.389500 1.108741e-20 2.975952e-20
708.485700 1.112739e-20 3.001401e-20
708.582000 1.116848e-20 3.026913e-20
708.678200 1.121070e-20 3.052435e-20
708.774400 1.125408e-20 3.077993e-20
708.870700 1.129864e-20 3.103613e-20
708.966900 1.134442e-20 3.129243e-20
709.063200 1.139144e-20 3.154935e-20
709.159400 1.143972e-20 3.180635e-20
709.255700 1.148931e-20 3.206396e-20
709.351900 1.154023e-20 3.232166e-20
709.448100 1.159252e-20 3.257969e-20
709.544400 1.164619e-20 3.283834e-20
709.640600 1.170130e-20 3.309705e-20
709.736900 1.175786e-20 3.335637e-20
709.833100 1.181591e-20 3.361575e-20
709.929400 1.187550e-20 3.387572e-20
710.025600 1.193664e-20 3.413576e-20
710.121800 1.199938e-20 3.439611e-20
710.218100 1.206375e-20 3.465706e-20
710.314300 1.212979e-20 3.491805e-20
710.410600 1.219753e-20 3.517963e-20
710.506800 1.226700e-20 3.544125e-20
710.603100 1.233825e-20 3.570345e-20
710.699300 1.241131e-20 3.596569e-20
710.795500 1.248622e-20 3.622823e-20
710.891800 1.256301e-20 3.649134e-20
710.988000 1.264171e-20 3.675448e-20
711.084300 1.272236e-20 3.701818e-20
711.180500 1.280500e-20 3.728191e-20
711.276800 1.288965e-20 3.754619e-20
711.373000 1.297635e-20 3.781049e-20
711.469300 1.306513e-20 3.807535e-20
711.565500 1.315602e-20 3.834022e-20
711.661700 1.324904e-20 3.860536e-20
711.758000 1.334422e-20 3.887105e-20
711.854200 1.344159e-20 3.913674e-20
711.950500 1.354115e-20 3.940298e-20
712.046700 1.364293e-20 3.966920e-20
712.143000 1.374694e-20 3.993597e-20
712.239200 1.385319e-20 4.020272e-20
712.335400 1.396168e-20 4.046973e-20
712.431700 1.407241e-20 4.073727e-20
712.527900 1.418538e-20 4.100478e-20
712.624200 1.430057e-20 4.127283e-20
712.720400 1.441796e-20 4.154084e-20
712.816700 1.453753e-20 4.180938e-20
712.912900 1.465925e-20 4.207787e-20
713.009100 1.478307e-20 4.234661e-20
713.105400 1.490894e-20 4.261586e-20
713.201600 1.503679e-20 4.288506e-20
713.297900 1.516657e-20 4.315477e-20
713.394100 1.529817e-20 4.342443e-20
713.490400 1.543152e-20 4.369459e-20
713.586600 1.556649e-20 4.396469e-20
713.682800 1.570297e-20 4.423502e-20
713.779100 1.584082e-20 4.450583e-20
713.875300 1.597989e-20 4.477658e-20
713.971600 1.612001e-20 4.504782e-20
714.067800 1.626100e-20 4.531898e-20
714.164100 1.640266e-20 4.559063e-20
714.260300 1.654478e-20 4.586220e-20
714.356500 1.668712e-20 4.613396e-20
714.452800 1.682942e-20 4.640620e-20
714.549000 1.697143e-20 4.667836e-20
714.645300 1.711286e-20 4.695098e-20
714.741500 1.725340e-20 4.722351e-20
714.837800 1.739273e-20 4.749650e-20
714.934000 1.753053e-20 4.776939e-20
715.030300 1.766644e-20 4.804274e-20
715.126500 1.780010e-20 4.831598e-20
715.222700 1.793114e-20 4.858939e-20
715.319000 1.805918e-20 4.886326e-20
715.415200 1.818381e-20 4.913701e-20
715.511500 1.830465e-20 4.941120e-20
715.607700 1.842130e-20 4.968527e-20
715.704000 1.853335e-20 4.995978e-20
715.800200 1.864040e-20 5.023416e-20
715.896400 1.874207e-20 5.050869e-20
715.992700 1.883797e-20 5.078366e-20
716.088900 1.892773e-20 5.105849e-20
716.185200 1.901099e-20 5.133374e-20
716.281400 1.908741e-20 5.160884e-20
716.377700 1.915669e-20 5.188437e-20
716.473900 1.921853e-20 5.215975e-20
716.570100 1.927268e-20 5.243526e-20
716.666400 1.931891e-20 5.271118e-20
716.762600 1.935703e-20 5.298694e-20
716.858900 1.938688e-20 5.326311e-20
716.955100 1.940835e-20 5.353911e-20
717.051400 1.942135e-20 5.381551e-20
717.147600 1.942585e-20 5.409174e-20
717.243800 1.942185e-20 5.436808e-20
717.340100 1.940940e-20 5.464481e-20
717.436300 1.938859e-20 5.492136e-20
717.532600 1.935954e-20 5.519830e-20
717.628800 1.932241e-20 5.547505e-20
717.725100 1.927741e-20 5.575219e-20
717.821300 1.922476e-20 5.602912e-20
717.917600 1.916474e-20 5.630644e-20
718.013800 1.909763e-20 5.658355e-20
718.110000 1.902375e-20 5.686075e-20
718.206300 1.894344e-20 5.713832e-20
718.302500 1.885707e-20 5.741567e-20
718.398800 1.876501e-20 5.769339e-20
718.495000 1.866764e-20 5.797089e-20
718.591300 1.856535e-20 5.824875e-20
718.687500 1.845856e-20 5.852639e-20
718.783700 1.834764e-20 5.880409e-20
718.880000 1.823302e-20 5.908214e-20
718.976200 1.811508e-20 5.935996e-20
719.072500 1.799421e-20 5.963812e-20
719.168700 1.787080e-20 5.991604e-20
719.265000 1.774522e-20 6.019430e-20
719.361200 1.761782e-20 6.047232e-20
719.457400 1.748896e-20 6.075038e-20
719.553700 1.735896e-20 6.102876e-20
719.649900 1.722814e-20 6.130690e-20
719.746200 1.709679e-20 6.158536e-20
719.842400 1.696521e-20 6.186356e-20
719.938700 1.683365e-20 6.214207e-20
720.034900 1.670237e-20 6.242032e-20
720.131100 1.657159e-20 6.269860e-20
720.227400 1.644152e-20 6.297718e-20
720.323600 1.631237e-20 6.325549e-20
720.419900 1.618431e-20 6.353410e-20
720.516100 1.605750e-20 6.381243e-20
720.612400 1.593210e-20 6.409105e-20
720.708600 1.580823e-20 6.436940e-20
720.804800 1.568602e-20 6.464774e-20
720.901100 1.556557e-20 6.492637e-20
720.997300 1.544698e-20 6.520471e-20
721.093600 1.533032e-20 6.548333e-20
721.189800 1.521567e-20 6.576165e-20
721.286100 1.510309e-20 6.604024e-20
721.382300 1.499262e-20 6.631853e-20
721.478600 1.488431e-20 6.659709e-20
721.574800 1.477819e-20 6.687534e-20
721.671000 1.467429e-20 6.715356e-20
721.767300 1.457262e-20 6.743204e-20
721.863500 1.447319e-20 6.771021e-20
721.959800 1.437601e-20 6.798862e-20
722.056000 1.428107e-20 6.826672e-20
722.152300 1.418838e-20 6.854506e-20
722.248500 1.409793e-20 6.882307e-20
722.344700 1.400969e-20 6.910103e-20
722.441000 1.392366e-20 6.937923e-20
722.537200 1.383982e-20 6.965710e-20
722.633500 1.375813e-20 6.993519e-20
722.729700 1.367858e-20 7.021294e-20
722.826000 1.360114e-20 7.049092e-20
722.922200 1.352578e-20 7.076855e-20
723.018400 1.345247e-20 7.104611e-20
723.114700 1.338118e-20 7.132389e-20
723.210900 1.331187e-20 7.160131e-20
723.307200 1.324452e-20 7.187895e-20
723.403400 1.317908e-20 7.215621e-20
723.499700 1.311552e-20 7.243369e-20
723.595900 1.305381e-20 7.271079e-20
723.692100 1.299391e-20 7.298781e-20
723.788400 1.293579e-20 7.326502e-20
723.884600 1.287940e-20 7.354186e-20
723.980900 1.282472e-20 7.381888e-20
724.077100 1.277171e-20 7.409552e-20
724.173400 1.272033e-20 7.437235e-20
724.269600 1.267055e-20 7.464879e-20
724.365800 1.262233e-20 7.492512e-20
724.462100 1.257564e-20 7.520162e-20
724.558300 1.253045e-20 7.547773e-20
724.654600 1.248671e-20 7.575400e-20
724.750800 1.244441e-20 7.602988e-20
724.847100 1.240351e-20 7.630591e-20
724.943300 1.236397e-20 7.658154e-20
725.039600 1.232577e-20 7.685732e-20
725.135800 1.228887e-20 7.713269e-20
725.232000 1.225325e-20 7.740793e-20
725.328300 1.221887e-20 7.768332e-20
725.424500 1.218571e-20 7.795828e-20
725.520800 1.215374e-20 7.823338e-20
725.617000 1.212293e-20 7.850806e-20
725.713300 1.209326e-20 7.878287e-20
725.809500 1.206471e-20 7.905725e-20
725.905700 1.203723e-20 7.933147e-20
726.002000 1.201082e-20 7.960583e-20
726.098200 1.198545e-20 7.987974e-20
726.194500 1.196109e-20 8.015377e-20
726.290700 1.193772e-20 8.042735e-20
726.387000 1.191532e-20 8.070105e-20
726.483200 1.189387e-20 8.097430e-20
726.579400 1.187334e-20 8.124737e-20
726.675700 1.185372e-20 8.152055e-20
726.771900 1.183499e-20 8.179327e-20
726.868200 1.181713e-20 8.206609e-20
726.964400 1.180012e-20 8.233844e-20
727.060700 1.178394e-20 8.261089e-20
727.156900 1.176857e-20 8.288286e-20
727.253100 1.175400e-20 8.315465e-20
727.349400 1.174021e-20 8.342651e-20
727.445600 1.172719e-20 8.369790e-20
727.541900 1.171491e-20 8.396937e-20
727.638100 1.170337e-20 8.424035e-20
727.734400 1.169255e-20 8.451140e-20
727.830600 1.168243e-20 8.478197e-20
727.926900 1.167300e-20 8.505260e-20
728.023100 1.166425e-20 8.532274e-20
728.119300 1.165617e-20 8.559266e-20
728.215600 1.164873e-20 8.586263e-20
728.311800 1.164194e-20 8.613210e-20
728.408100 1.163577e-20 8.640163e-20
728.504300 1.163022e-20 8.667065e-20
728.600600 1.162528e-20 8.693971e-20
728.696800 1.162093e-20 8.720826e-20
728.793000 1.161716e-20 8.747657e-20
728.889300 1.161397e-20 8.774492e-20
728.985500 1.161134e-20 8.801274e-20
729.081800 1.160927e-20 8.828060e-20
729.178000 1.160774e-20 8.854793e-20
729.274300 1.160675e-20 8.881529e-20
729.370500 1.160628e-20 8.908211e-20
729.466700 1.160634e-20 8.934868e-20
729.563000 1.160691e-20 8.961527e-20
729.659200 1.160797e-20 8.988131e-20
729.755500 1.160954e-20 9.014737e-20
729.851700 1.161159e-20 9.041288e-20
729.948000 1.161413e-20 9.067839e-20
730.044200 1.161714e-20 9.094336e-20
730.140400 1.162061e-20 9.120805e-20
730.236700 1.162455e-20 9.147273e-20
730.332900 1.162894e-20 9.173686e-20
730.429200 1.163379e-20 9.200097e-20
730.525400 1.163907e-20 9.226453e-20
730.621700 1.164479e-20 9.252807e-20
730.717900 1.165095e-20 9.279104e-20
730.814100 1.165753e-20 9.305372e-20
730.910400 1.166453e-20 9.331637e-20
731.006600 1.167195e-20 9.357844e-20
731.102900 1.167978e-20 9.384049e-20
731.199100 1.168802e-20 9.410195e-20
731.295400 1.169666e-20 9.436338e-20
731.391600 1.170570e-20 9.462423e-20
731.487900 1.171514e-20 9.488503e-20
731.584100 1.172496e-20 9.514524e-20
731.680300 1.173517e-20 9.540514e-20
731.776600 1.174577e-20 9.566498e-20
731.872800 1.175674e-20 9.592422e-20
731.969100 1.176809e-20 9.618341e-20
732.065300 1.177982e-20 9.644200e-20
732.161600 1.179191e-20 9.670052e-20
732.257800 1.180437e-20 9.695844e-20
732.354000 1.181719e-20 9.721602e-20
732.450300 1.183038e-20 9.747352e-20
732.546500 1.184392e-20 9.773042e-20
732.642800 1.185782e-20 9.798723e-20
732.739000 1.187207e-20 9.824343e-20
732.835300 1.188667e-20 9.849954e-20
732.931500 1.190162e-20 9.875504e-20
733.027700 1.191692e-20 9.901017e-20
733.124000 1.193256e-20 9.926521e-20
733.220200 1.194855e-20 9.951963e-20
733.316500 1.196488e-20 9.977394e-20
733.412700 1.198154e-20 1.000276e-19
733.509000 1.199854e-20 1.002812e-19
733.605200 1.201588e-20 1.005341e-19
733.701400 1.203355e-20 1.007867e-19
733.797700 1.205156e-20 1.010392e-19
733.893900 1.206989e-20 1.012910e-19
733.990200 1.208856e-20 1.015426e-19
734.086400 1.210755e-20 1.017937e-19
734.182700 1.212688e-20 1.020446e-19
734.278900 1.214653e-20 1.022948e-19
734.375100 1.216651e-20 1.025447e-19
734.471400 1.218681e-20 1.027944e-19
734.567600 1.220744e-20 1.030435e-19
734.663900 1.222839e-20 1.032924e-19
734.760100 1.224966e-20 1.035407e-19
734.856400 1.227126e-20 1.037888e-19
734.952600 1.229318e-20 1.040363e-19
735.048900 1.231542e-20 1.042836e-19
735.145100 1.233798e-20 1.045302e-19
735.241300 1.236087e-20 1.047764e-19
735.337600 1.238407e-20 1.050225e-19
735.433800 1.240760e-20 1.052679e-19
735.530100 1.243145e-20 1.055131e-19
735.626300 1.245561e-20 1.057576e-19
735.722600 1.248010e-20 1.060019e-19
735.818800 1.250491e-20 1.062456e-19
735.915000 1.253004e-20 1.064888e-19
736.011300 1.255549e-20 1.067319e-19
736.107500 1.258127e-20 1.069742e-19
736.203800 1.260736e-20 1.072164e-19
736.300000 1.263378e-20 1.074579e-19
736.396300 1.266052e-20 1.076992e-19
736.492500 1.268758e-20 1.079398e-19
736.588700 1.271497e-20 1.081799e-19
736.685000 1.274268e-20 1.084198e-19
736.781200 1.277072e-20 1.086590e-19
736.877500 1.279908e-20 1.088981e-19
736.973700 1.282777e-20 1.091364e-19
737.070000 1.285679e-20 1.093744e-19
737.166200 1.288613e-20 1.096118e-19
737.262400 1.291581e-20 1.098487e-19
737.358700 1.294581e-20 1.100854e-19
737.454900 1.297615e-20 1.103214e-19
737.551200 1.300682e-20 1.105571e-19
737.647400 1.303782e-20 1.107921e-19
737.743700 1.306916e-20 1.110269e-19
737.839900 1.310083e-20 1.112610e-19
737.936200 1.313284e-20 1.114948e-19
738.032400 1.316519e-20 1.117279e-19
738.128600 1.319788e-20 1.119605e-19
738.224900 1.323091e-20 1.121928e-19
738.321100 1.326428e-20 1.124244e-19
738.417400 1.329800e-20 1.126558e-19
738.513600 1.333207e-20 1.128864e-19
738.609900 1.336648e-20 1.131168e-19
738.706100 1.340124e-20 1.133464e-19
738.802300 1.343635e-20 1.135755e-19
738.898600 1.347182e-20 1.138044e-19
738.994800 1.350764e-20 1.140325e-19
739.091100 1.354382e-20 1.142603e-19
739.187300 1.358036e-20 1.144874e-19
739.283600 1.361726e-20 1.147141e-19
739.379800 1.365452e-20 1.149402e-19
739.476000 1.369214e-20 1.151657e-19
739.572300 1.373014e-20 1.153909e-19
739.668500 1.376850e-20 1.156154e-19
739.764800 1.380723e-20 1.158396e-19
739.861000 1.384634e-20 1.160630e-19
739.957300 1.388583e-20 1.162861e-19
740.053500 1.392569e-20 1.165084e-19
740.149700 1.396593e-20 1.167302e-19
740.246000 1.400656e-20 1.169517e-19
740.342200 1.404758e-20 1.171725e-19
740.438500 1.408898e-20 1.173929e-19
740.534700 1.413078e-20 1.176125e-19
740.631000 1.417296e-20 1.178318e-19
740.727200 1.421555e-20 1.180504e-19
740.823400 1.425854e-20 1.182684e-19
740.919700 1.430193e-20 1.184860e-19
741.015900 1.434572e-20 1.187029e-19
741.112200 1.438992e-20 1.189195e-19
741.208400 1.443453e-20 1.191352e-19
